Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Förvärvsnummer,Omnämns i katalog,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Förvärvsmetod,Kontextnamn,Historisk plats,Undersökare,Undersökningsår,latitude,longitude,historisk_plats_latitude,historisk_plats_longitude,Föremålsbenämning_translated,Föremålsnr._translated,Andra nummer_translated,Material_translated,Plats_translated,Fornlämning_translated,Socken_translated,Landskap_translated,Land_translated,Kontexttyp_translated,Kontextnr._translated,Kategori_translated,Storlek_translated,Datering_translated,Tidsperiod_translated,Föremålsnummer_translated,Omnämns i katalog_translated,Fyndplats_translated,Arkeologisk kontext_translated,Förvärvsmetod_translated,Kontextnamn_translated,Historisk plats_translated,Undersökare_translated,Undersökningsår_translated,Era Start Year,Era End Year,Width,Length,Thickness,Diameter,Weight,year_uncovered
Kufiskt mynt,448588_HST,34000.0,Undernummer: Bj 29,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,29,Historiska museet,Kufiskt mynt - 134,https://samlingar.shm.se/object/278C2E7F-1144-4A2E-B51F-E859EBD1D3A3,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,448588_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 29",KML,Bj 29,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,,,,Kufic coin,448588_HST,Subnumber: Bj 29,Silver,"Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Brandgrav,29,Trade and valuers Archaeological collection,,800 – 1100,Viking age,448588_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Fire Pit, Grave, Mound: 29",KML,Bj 29,"Birka, Adelsö parish","Stolpe, Hjalmar",1875,800,1100,,,,,,1875.0
pehlevi,448590_HST,34000.0,Undernummer: Bj 29,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,29,Historiska museet,pehlevi - 135,https://samlingar.shm.se/object/8D46DA24-F52E-45EC-8635-A9FF1DEFD859,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,448590_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 29",KML,Bj 29,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,,,,pahlavi,448590_HST,Subnumber: Bj 29,Silver,"Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Brandgrav,29,Trade and valuers Archaeological collection,,800 – 1100,Viking age,448590_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Fire Pit, Grave, Mound: 29",KML,Bj 29,"Birka, Adelsö parish","Stolpe, Hjalmar",1875,800,1100,,,,,,1875.0
Bipolär vikt,468120_HST,34000.0,Undernummer: Bj 710,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,710,Historiska museet,Bipolär vikt - 136,https://samlingar.shm.se/object/2402E697-0D0E-4E77-97CF-E349E42B53B1,Handel och värdemätare  Arkeologisk samling,Vikt 34 g,1.0,800 – 1100,Vikingatid,468120_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 710",KML,Bj 710,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,,,,Bipolar weight,468120_HST,Subnumber: Bj 710,"Iron, Bronze","Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,710,Trade and valuers Archaeological collection,Weight 34 g,800 – 1100,Viking age,468120_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Grave, Mound: 710",KML,Bj 710,"Birka, Adelsö parish","Stolpe, Hjalmar",1879,800,1100,,,,,34.0,1879.0
Bipolär vikt,467573_HST,34000.0,Undernummer: Bj 708,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,708,Historiska museet,Bipolär vikt - 137,https://samlingar.shm.se/object/5040734B-3366-4E2E-88C4-40352D97633B,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,467573_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 708",KML,Bj 708,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,,,,Bipolar weight,467573_HST,Subnumber: Bj 708,"Iron, Bronze","Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,708,Trade and valuers Archaeological collection,,800 – 1100,Viking age,467573_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 708",KML,Bj 708,"Birka, Adelsö parish","Stolpe, Hjalmar",1879,800,1100,,,,,,1879.0
Vikt,467608_HST,34000.0,Undernummer: Bj 60A,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,60A,Historiska museet,Vikt - 138,https://samlingar.shm.se/object/460B4C6D-EFE0-4F20-B5D4-328E69668C5E,Handel och värdemätare  Arkeologisk samling,Vikt 7.2 g  Diameter 15 mm,1.0,800 – 1100,Vikingatid,467608_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav: 60A",KML,Bj 60A,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,,,,Weight,467608_HST,Subnumber: Bj 60A,"Iron, Bronze","Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Skelettgrav,60A,Trade and valuers Archaeological collection,Weight 7.2 g Diameter 15 mm,800 – 1100,Viking age,467608_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Skeleton grave, Tomb: 60A",KML,Bj 60A,"Birka, Adelsö parish","Stolpe, Hjalmar",1875,800,1100,,,,15.0,7.2,1875.0
Bipolär vikt,468135_HST,34000.0,Undernummer: Bj 710,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,710,Historiska museet,Bipolär vikt - 139,https://samlingar.shm.se/object/5E4F60A0-BB2C-403F-B80E-B6F8C2BED543,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,468135_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 710",KML,Bj 710,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,,,,Bipolar weight,468135_HST,Subnumber: Bj 710,"Iron, Bronze","Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,710,Trade and valuers Archaeological collection,,800 – 1100,Viking age,468135_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Grave, Mound: 710",KML,Bj 710,"Birka, Adelsö parish","Stolpe, Hjalmar",1879,800,1100,,,,,,1879.0
Bipolär vikt,449555_HST,34000.0,Undernummer: Bj 596,"Järn, Brons","Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Bipolär vikt - 140,https://samlingar.shm.se/object/8E93C373-33F8-4B98-9101-77AA90DAEBC8,Handel och värdemätare  Arkeologisk samling,Vikt 22.5 g,1.0,800 – 1100,Vikingatid,449555_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,KML,,"Birka, Adelsö socken","Stolpe, Hjalmar",,,,,,Bipolar weight,449555_HST,Subnumber: Bj 596,"Iron, Bronze","Björkö, Garrison",L2013:3917,Adelsö parish,Hinterland,Sweden,Filling stock,596,Trade and valuers Archaeological collection,Weight 22.5 g,800 – 1100,Viking age,449555_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Garrisonen, Ancient remains: L2013:3917, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden",Filling stock: 596,KML,,"Birka, Adelsö parish","Stolpe, Hjalmar",,800,1100,,,,,22.5,
Ringspänne,442021_HST,34000.0,Undernummer: Bj 1074,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1074,Historiska museet,Ringspänne - 141,https://samlingar.shm.se/object/865E827E-0143-4EBD-8D22-599B466C13C8,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,442021_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 1074",KML,Bj 1074,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,,,,Ring buckle,442021_HST,Subnumber: Bj 1074,Bronze,"Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,1074,Costume and Personal Equipment Trade and Value Gauges Archaeological Collection,,800 – 1100,Viking age,442021_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, High: 1074",KML,Bj 1074,"Birka, Adelsö parish","Stolpe, Hjalmar",1881,800,1100,,,,,,1881.0
Bipolär vikt,442024_HST,34000.0,Undernummer: Bj 1074,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1074,Historiska museet,Bipolär vikt - 142,https://samlingar.shm.se/object/62DCD67F-0DE5-4887-9DA3-8C73F4C383BD,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,442024_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 1074",KML,Bj 1074,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,,,,Bipolar weight,442024_HST,Subnumber: Bj 1074,Iron,"Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,1074,Trade and valuers Archaeological collection,,800 – 1100,Viking age,442024_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, High: 1074",KML,Bj 1074,"Birka, Adelsö parish","Stolpe, Hjalmar",1881,800,1100,,,,,,1881.0
Vikt,446840_HST,34000.0,Undernummer: Bj 14,"Järn, Bly, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Grav,14,Historiska museet,Vikt - 143,https://samlingar.shm.se/object/A50CAA66-E809-433F-B2FD-848E2DEE268A,Handel och värdemätare  Arkeologisk samling,Vikt 13 g,2.0,800 – 1100,Vikingatid,446840_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Grav, Hög: 14",KML,Bj 14,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,,,,Weight,446840_HST,Subnumber: Bj 14,"Iron, Lead, Bronze","Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Serious,14,Trade and valuers Archaeological collection,Weight 13 g,800 – 1100,Viking age,446840_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Grave, High: 14",KML,Bj 14,"Birka, Adelsö parish","Stolpe, Hjalmar",1875,800,1100,,,,,13.0,1875.0
Vikt,447499_HST,34000.0,Undernummer: Bj 24a,,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,24A,Historiska museet,Vikt - 144,https://samlingar.shm.se/object/72CD24D1-4534-4EAD-959C-99F2A30D474D,Handel och värdemätare  Arkeologisk samling,Höjd 11.4 mm  Diameter 15 mm  Höjd 8.5 mm,2.0,800 – 1100,Vikingatid,447499_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav: 24A",KML,Bj 24A,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,,,,Weight,447499_HST,Subnumber: Bj 24a,,"Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Brandgrav,24A,Trade and valuers Archaeological collection,Height 11.4 mm Diameter 15 mm Height 8.5 mm,800 – 1100,Viking age,447499_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Fire pit, Grave: 24A",KML,Bj 24A,"Birka, Adelsö parish","Stolpe, Hjalmar",1875,800,1100,,,,15.0,,1875.0
Hacksilver,447568_HST,34000.0,Undernummer: Bj 1058,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,1058,Historiska museet,Hacksilver - 145,https://samlingar.shm.se/object/2BA3BEA2-B27C-488F-ACA6-97FA036C6960,Handel och värdemätare  Arkeologisk samling,Vikt 8.4 g,,800 – 1100,Vikingatid,447568_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 1058",KML,Bj 1058,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,,,,Hacksilver,447568_HST,Subnumber: Bj 1058,Silver,"Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Brandgrav,1058,Trade and valuers Archaeological collection,Weight 8.4 g,800 – 1100,Viking age,447568_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Fire Pit, Grave, Mound: 1058",KML,Bj 1058,"Birka, Adelsö parish","Stolpe, Hjalmar",1881,800,1100,,,,,8.4,1881.0
Anglosaxiska mynt,449247_HST,34000.0,Undernummer: Bj 39b,,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,39B,Historiska museet,Anglosaxiska mynt - 146,https://samlingar.shm.se/object/551FD4A6-ED0E-4BED-A355-C6A66330D812,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,449247_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav: 39B",KML,Bj 39B,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,,,,Anglo-Saxon coins,449247_HST,Subnumber: Bj 39b,,"Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Brandgrav,39B,Trade and valuers Archaeological collection,,800 – 1100,Viking age,449247_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Fire Pit, Grave: 39B",KML,Bj 39B,"Birka, Adelsö parish","Stolpe, Hjalmar",1875,800,1100,,,,,,1875.0
Pyndare,413694_HST,13214.0,FID: 413694,"Järn, Brons",Hallfreda,,Follingbo socken,Gotland,Sverige,,,Historiska museet,Pyndare - 147,https://samlingar.shm.se/object/18DCDF39-EFDF-43F0-93C9-F5A348E80843,Handel och värdemätare  Arkeologisk samling,Längd 547 mm  Diameter 120 mm  Längd 135 mm  Bredd 95 mm,1.0,800 – 1250,Vikingatid  Tidig medeltid,413694_HST,13214.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=13214,1907.0,"Plats: Hallfreda, Socken: Follingbo socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,,,46.3144754,11.0480288,Punter,413694_HST,FID: 413694,"Iron, Bronze",Hallfreda,,Follingbo parish,Gotland,Sweden,,,Trade and valuers Archaeological collection,Length 547 mm Diameter 120 mm Length 135 mm Width 95 mm,800 – 1250,Viking Age Early Middle Ages,413694_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=13214,"Place: Hallfreda, Parish: Follingbo parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",,,,,,,800,1250,95.0,547.0,,120.0,,
Vikt,448700_HST,34000.0,Undernummer: Bj 30,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,30,Historiska museet,Vikt - 148,https://samlingar.shm.se/object/C4E921EB-D92A-405E-B6D5-15620FFDF566,Handel och värdemätare  Arkeologisk samling,Vikt 24.8 g  Höjd 11.5 mm  Diameter 19 mm  Diameter 16.5 mm,2.0,800 – 1100,Vikingatid,448700_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 30",KML,Bj 30,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,,,,Weight,448700_HST,Subnumber: Bj 30,"Iron, Bronze","Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Brandgrav,30,Trade and valuers Archaeological collection,Weight 24.8 g Height 11.5 mm Diameter 19 mm Diameter 16.5 mm,800 – 1100,Viking age,448700_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Fire Pit, Grave, Mound: 30",KML,Bj 30,"Birka, Adelsö parish","Stolpe, Hjalmar",1875,800,1100,,,,19.0,24.8,1875.0
Vikt,448703_HST,34000.0,Undernummer: Bj 30,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,30,Historiska museet,Vikt - 149,https://samlingar.shm.se/object/9DA9461E-65B1-4057-8F47-6F357FFF60B7,Handel och värdemätare  Arkeologisk samling,Vikt 13.2 g  Diameter 17 mm  Höjd 10 mm,,800 – 1100,Vikingatid,448703_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 30",KML,Bj 30,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,,,,Weight,448703_HST,Subnumber: Bj 30,Iron,"Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Brandgrav,30,Trade and valuers Archaeological collection,Weight 13.2 g Diameter 17 mm Height 10 mm,800 – 1100,Viking age,448703_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Fire Pit, Grave, Mound: 30",KML,Bj 30,"Birka, Adelsö parish","Stolpe, Hjalmar",1875,800,1100,,,,17.0,13.2,1875.0
Våg,106854_HST,14513.0,FID: 106854,Brons,,,Sigtuna socken,Uppland,Sverige,,,Historiska museet,Våg - 150,https://samlingar.shm.se/object/E24C40D7-16F4-4833-8761-9998D403D990,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,106854_HST,14513.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=14513,1911.0,"Socken: Sigtuna socken, Kommun: Sigtuna kommun, Landskap: Uppland, Land: Sverige",,,,,,,46.3144754,11.0480288,46.3144754,11.0480288,Wave,106854_HST,FID: 106854,Bronze,,,Sigtuna parish,Hinterland,Sweden,,,Trade and valuers Archaeological collection,,800 – 1100,Viking age,106854_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=14513,"Parish: Sigtuna parish, Municipality: Sigtuna municipality, Landscape: Uppland, Country: Sweden",,,,,,,800,1100,,,,,,
Börs,107813_HST,34000.0,Undernummer: Bj 750,"Läder, Guld","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Börs - 151,https://samlingar.shm.se/object/6AEC7309-FA3A-4E31-8A5E-28CC0FC188F3,Handel och värdemätare  Dräkt och personlig utrustning  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,107813_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",KML,Bj 750,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,,,,Exchange,107813_HST,Subnumber: Bj 750,"Leather, Gold","Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,750,Trade and valuers Clothing and personal equipment Archaeological collection,,800 – 1100,Viking age,107813_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 750",KML,Bj 750,"Birka, Adelsö parish","Stolpe, Hjalmar",1879,800,1100,,,,,,1879.0
Bipolär vikt,108170_HST,5208.0,Undernummer: 217,"Järn, Brons","Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,Historiska museet,Bipolär vikt - 152,https://samlingar.shm.se/object/D37EDFDD-73AE-4B2A-AFE9-5C9E429EE5F4,Handel och värdemätare  Arkeologisk samling,Vikt 123 g  Diameter 34 mm  Höjd 25.5 mm,1.0,800 – 1100,Vikingatid,108170_HST,5208.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5208,1874.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,KML,,"Birka, Adelsö socken","Stolpe, Hjalmar",,,,,,Bipolar weight,108170_HST,Subnumber: 217,"Iron, Bronze","Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,,,Trade and valuers Archaeological collection,Weight 123 g Diameter 34 mm Height 25.5 mm,800 – 1100,Viking age,108170_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5208,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden",,KML,,"Birka, Adelsö parish","Stolpe, Hjalmar",,800,1100,,,,34.0,123.0,
